34,"Birds, The","The Playground","Alfred Hitchcock","Alfred Hitchcock / Universal",1963,20010130,20020520,"textfiles/BirdsThe/ThePlayground_Desc1.txt",,,,,"http://www.columbia.edu/itc/tc/cstudies/imagesequence/","http://kola.cc.columbia.edu:8080/ramgen/itcmedia/tc/culturalstudies/","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","YES","birds_2.rm?title=""The%20Birds""&author=""Alfred%20Hitchcock""&copyright=""1963""","YES","birds_2/birds_2_6.jpg","birds_2/birds_2_",15
35,"Jungle Book, The",,"Wolfgang Reitherman","Buena Vista / Walt Disney Production",1967,20010130,20020520,"textfiles/JungleBookThe/_Desc1.txt",,,,,"http://www.columbia.edu/itc/tc/cstudies/imagesequence/","http://kola.cc.columbia.edu:8080/ramgen/itcmedia/tc/culturalstudies/","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","YES","bare_1.rm","YES","bare_1_1.jpg","bare_1_",21
36,"Lawnmower Man, The","No Scene Name","Brett Leonard","Based on the story by Stephen King",1992,20010130,20030221,"textfiles/LawnmowerManThe/_Desc1.txt",,,"","","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","http://kola.cc.columbia.edu:8080/ramgen/itcmedia/tc/culturalstudies/","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","YES","lawn_1.rm?title=""The%20Lawnmower%20Man""&author""Brett%20Leonard""","YES","lawnmower/lawn_1_20.jpg","lawnmower/lawn_1_",24
37,"2001","Ape to Space","Stanley Kubrick","Based on the novel by Arthur C. Clarke",1968,20010131,20021126,"textfiles/2001/ApetoSpace_Desc1.txt",,,"","","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","http://kola.cc.columbia.edu:8080/ramgen/itcmedia/tc/culturalstudies/","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","YES","2001_1.rm","YES","2001_1/2001_1_4.jpg","2001_1/2001_1_",17
38,"Snow White and the Seven Dwarfs","No Scene Name","David Hand","Disney",1937,20010131,20030115,"textfiles/SnowWhiteandtheSevenDwarfs/_Desc1.txt",,,"","","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","http://kola.cc.columbia.edu:8080/ramgen/itcmedia/tc/culturalstudies/","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","YES","snow_2.rm","YES","snow_white_1/snow_1_9.jpg","snow_white_1/snow_1_",22
39,"Old Yeller",,"Robert Stevenson","Buena Vista / Disney / Walt Disney",1957,20010131,20020520,"textfiles/OldYeller/_Desc1.txt",,,,,"http://www.columbia.edu/itc/tc/cstudies/imagesequence/","http://kola.cc.columbia.edu:8080/ramgen/itcmedia/tc/culturalstudies/","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","YES","yeller_2.rm","YES","old_yeller_1/yeller_2_4.jpg","old_yeller_1/yeller_2_",7
40,"Rebecca",,"Alfred Hitchcock","United Artists",1940,20010202,20020520,"textfiles/Rebecca/_Desc1.txt",,,,,"http://www.columbia.edu/itc/tc/cstudies/imagesequence/","http://kola.cc.columbia.edu:8080/ramgen/itcmedia/tc/culturalstudies/","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","YES","rebecca_1.rm","YES","rebecca_1/rebecca_1_9.jpg","rebecca_1/rebecca_1_",16
41,"Boys Don&#39;t Cry","Barroom Brawl","Kimberly Peirce","Twentieth Century Fox",1999,20010202,20030221,"textfiles/BoysDontCry/BarroomBrawl_Desc1.txt",,"textfiles/BoysDontCry/BarroomBrawl_Comm1.txt","","","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","http://kola.cc.columbia.edu:8080/ramgen/itcmedia/tc/culturalstudies/","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","YES","boys_don't_cry.rm","YES","boys_poster.jpg","boys_dont_1/boys_1_",21
1880,"Spellbound","The Interpretation","Alfred Hitchcock","David O. Selznick / United Artists",1945,20020806,20020806,,,,"","Alfred Hitchcock","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","http://kola.cc.columbia.edu:8080/ramgen/itcmedia/tc/culturalstudies/","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","YES","spellbound_interpretatio.rm","YES","spellbound/spell2_5","spellbound/spell2_",8
42,"Boogie Nights","Dirk's Bedroom","Paul Thomas Anderson","New Line Cinema",1997,20010207,20020520,"textfiles/BoogieNights/DirksBedroom_Desc1.txt",,"textfiles/BoogieNights/DirksBedroom_Comm1.txt",,,"http://www.columbia.edu/itc/tc/cstudies/imagesequence/","http://kola.cc.columbia.edu:8080/ramgen/itcmedia/tc/culturalstudies/","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","YES","boogie_1.rm","YES","boogie_1/boogie_1_5.jpg","boogie_1/boogie_1_",10
43,"Boogie Nights","Dirk and Mother","Paul Thomas Anderson","New Line Cinema",1997,20010207,20020520,"textfiles/BoogieNights/DirkandMother_Desc1.txt",,,,,"http://www.columbia.edu/itc/tc/cstudies/imagesequence/","http://kola.cc.columbia.edu:8080/ramgen/itcmedia/tc/culturalstudies/","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","YES","boogie_2.rm","YES","boogie_2/boogie_2_5.jpg","boogie_2/boogie_2_",10
44,"Crying Game, The","The Haircut","Neil Jordan","British Screen / Eurotrustees / Miramax / NDF / Palace & Channel Four Films / Palace-Stephen Wo",1992,20010207,20030221,"textfiles/CryingGameThe/TheHaircut_Desc1.txt",,,"","","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","http://kola.cc.columbia.edu:8080/ramgen/itcmedia/tc/culturalstudies/","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","YES","cry.rm?title=""Crying%20Game,%20The""&author=""Neil%20Jordan""&copyright=""1992""","YES","crying_game_1/cry_1_2.jpg","crying_game_1/cry_1_",22
3540,"Bush Speech","Monkey Boy","Anonymous","www.lemonbovril.co.uk",2001,20021213,20030221,"textfiles/BushSpeech/MonkeyBoy_Desc1.txt",,,"","","","","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","NO ","","NO ","","http://www.lemonbovril.co.uk/bushspeech/",0
45,"Parenthood","Cowboy Dan Drag","Ron Howard","Imagine Entertainment / Universal",1989,20010207,20020520,"textfiles/Parenthood/CowboyDanDrag_Desc1.txt",,,,,"http://www.columbia.edu/itc/tc/cstudies/imagesequence/","http://kola.cc.columbia.edu:8080/ramgen/itcmedia/tc/culturalstudies/","http://www.columbia.edu/itc/tc/cstudies/imagesequence/","YES","parent_1.rm","YES","parenthood_1/parent_1_8.jpg","parenthood_1/parent_1_",16
